timestamp,method,path,status_code,latency_ms
2026-05-11 18:13:50,GET,/chat/history,200,368.5
2026-05-11 18:13:51,GET,/chat/stream,200,660.7
2026-05-11 18:13:51,GET,/user-profile/details,200,710.1
2026-05-11 18:13:51,GET,/chat/stream,200,652.3
2026-05-11 18:13:52,GET,/user/history,200,385.4
2026-05-11 18:13:52,GET,/user-profile/details,200,383.1
2026-05-11 18:13:53,GET,/user-profile/details,200,352.5
2026-05-11 18:13:53,GET,/user-profile/details,200,372.7
2026-05-11 18:13:54,GET,/chat/stream,200,667.7
2026-05-11 18:13:55,GET,/chat/stream,200,661.3
2026-05-11 18:13:58,GET,/chat/stream,200,662.0
2026-05-11 18:13:59,GET,/chat/stream,200,664.5
2026-05-11 18:14:02,GET,/chat/stream,200,654.4
2026-05-11 18:14:03,GET,/chat/stream,200,751.7
2026-05-11 18:14:06,GET,/chat/stream,200,620.3
2026-05-12 10:19:39,OPTIONS,/user/history,200,0.2
2026-05-12 10:19:42,GET,/user/history,200,3428.1
2026-05-12 10:19:49,OPTIONS,/user/history/prescription/060cf8f8-5e8c-4abc-ae67-fc2d04e86403,200,1.3
2026-05-12 10:19:52,GET,/user/history/prescription/060cf8f8-5e8c-4abc-ae67-fc2d04e86403,200,3615.2
2026-05-12 10:20:03,OPTIONS,/user/history/medicine/12104740-7c07-4a08-b891-00c7a2cfd703,200,0.1
2026-05-12 10:20:13,GET,/user/history/medicine/12104740-7c07-4a08-b891-00c7a2cfd703,200,9448.6
2026-05-12 10:20:25,OPTIONS,/user/history/medicine/415d2d5e-86e1-44e1-bd36-d1c880f7cd6a,200,0.3
2026-05-12 10:20:30,GET,/user/history/medicine/415d2d5e-86e1-44e1-bd36-d1c880f7cd6a,200,4918.7
2026-05-12 10:20:45,OPTIONS,/images/upload,200,0.7
2026-05-12 10:21:40,POST,/images/upload,200,55135.9
2026-05-12 10:22:32,OPTIONS,/chat/history,200,0.7
2026-05-12 10:22:35,GET,/chat/history,200,2628.3
2026-05-12 10:22:45,GET,/user/history,200,3790.7
